,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
18,2014-04-14,0,6.0,0.2,0.4,0.17418767507002814,9983.600001096725,3.0,0.0,1893.5,1200.562,2005.8579999999997,22.081000000000003,0.0,0.0,79.72999999999999,4513.6050000000005,130.934,0.0,15.128,
19,2014-04-15,1,6.8,0.2,1.0,0.20088548486644525,4065.466998815537,0.0,0.0,943.589,973.615,66.331,28.287,0.0,173.56599999999997,50.126999999999995,2185.492,0.0,0.0,5.128,
20,2014-04-16,2,7.0,-0.25,1.0,0.3147759103641455,9571.69400215149,8.0,2.0,4163.13,3394.465,372.04099999999994,12.035,0.0,0.0,62.181000000000004,3244.463,44.001000000000005,0.0,0.0,
21,2014-04-17,3,6.8,-0.6,0.8,0.21618716500072424,5677.849999904634,3.0,0.0,1002.811,1258.246,1147.67,0.0,0.0,121.077,49.706,1723.3180000000002,157.675,0.0,0.0,
22,2014-04-18,4,6.6,-0.6,0.8,0.08713771772864516,6454.68399977684,0.0,0.0,758.3149999999998,542.408,262.106,59.032,0.0,4.014,55.416,4242.893,349.65500000000003,0.0,5.022,
23,2014-04-19,5,6.2,0.4,0.8,0.21544817927170853,7965.661000251769,1.0,0.0,31098.211,1596.586,1228.116,0.0,0.0,0.0,51.683,2781.541,409.048,0.0,4.026,
24,2014-04-20,6,6.0,0.2,0.6,0.30617647058823527,16628.773000240333,3.0,2.0,6036.466999999999,847.7239999999999,1574.957,0.0,550.414,82.47,55.604,5231.812,257.0400000000001,0.0,7.1419999999999995,
25,2014-04-21,0,6.25,0.0,0.75,0.220362517916866,3097.2080001831055,1.0,0.0,948.9549999999999,471.87199999999996,4.212,0.0,61.195,0.0,51.539,1389.247,173.545,0.0,3.038,
26,2014-04-22,1,6.25,0.25,1.0,0.16265756302521006,17092.617000341426,1.0,0.0,2605.456,3679.07,4839.075,35.153000000000006,0.0,0.0,44.035,5126.4580000000005,942.853,0.0,4.156,
27,2014-04-23,2,6.0,0.0,0.8,0.25943384133314346,8233.98599886894,3.0,0.0,1389.0709999999997,611.454,1567.314,0.0,0.0,44.187,54.010000000000005,3980.693,723.282,0.0,0.0,
28,2014-04-24,3,6.4,-0.4,0.6,0.132438399088449,4768.315998792648,5.0,0.0,2779.102,164.79899999999998,741.74,109.32899999999998,0.0,164.13799999999998,38.337,2679.103,118.93700000000001,0.0,0.0,
29,2014-04-25,4,5.6,0.0,0.2,0.11589683330959484,5625.064999818802,3.0,1.0,2079.287,361.588,201.928,78.27000000000001,0.0,0.0,49.269000000000005,2012.421,1364.0339999999999,0.0,0.0,
30,2014-04-26,5,7.0,0.0,1.0,0.40625932111131025,3453.5460000038142,4.0,0.0,1193.417,553.024,92.3,0.0,0.0,0.0,37.138,1204.242,458.182,0.0,36.423,
31,2014-04-27,6,6.0,0.25,0.75,0.35884103641456583,4835.366999626158,3.0,0.0,899.1009999999999,223.37599999999998,869.3470000000001,0.0,0.0,0.0,54.866,1705.7219999999998,1669.8539999999998,0.0,0.0,
32,2014-04-28,0,6.8,-0.4,1.0,0.2000104144221792,4824.560999393462,2.0,6.0,803.9649999999999,671.0809999999999,149.493,0.0,0.0,15.093,60.553000000000004,2136.0150000000003,128.399,0.0,0.0,
33,2014-04-29,1,6.0,-0.6,1.0,0.08979667729160624,6290.718000173569,2.0,2.0,3116.3320000000003,886.54,588.507,63.189,0.0,171.43,49.384,3460.1139999999996,0.0,0.0,0.0,
34,2014-04-30,2,6.0,0.0,0.6666666666666666,0.1526540809343265,6708.488999843597,4.0,0.0,1923.5029999999997,1660.8899999999996,978.006,0.0,0.0,36.22,37.86600000000001,2527.9739999999997,476.321,0.0,4.11,
35,2014-05-01,3,6.4,-0.4,0.5,0.05075245278656768,5213.398000240324,0.0,2.0,894.8309999999999,2060.453,467.77900000000005,183.125,0.0,0.0,48.312,1450.6950000000002,100.83000000000001,0.0,5.048,
36,2014-05-02,4,5.5,0.0,0.5,0.3988121106765175,21753.959999084465,1.0,0.0,2874.309,2660.066,3126.4720000000007,421.77,181.611,108.76899999999999,51.974000000000004,6929.331,430.05899999999997,0.0,4.063,
37,2014-05-03,5,5.6,-0.4,0.2,0.15950980392156855,6247.125001907349,1.0,1.0,2710.9210000000003,918.9350000000001,658.9130000000001,130.47,0.0,70.349,49.852999999999994,2462.504,1.026,0.0,22.674,
38,2014-05-04,6,5.0,-0.6,0.0,0.10179487179487198,7795.1230013370505,0.0,0.0,3580.76,416.84200000000004,1252.7220000000002,0.0,0.0,0.0,48.18900000000001,3708.344,0.0,0.0,0.0,
39,2014-05-05,0,5.75,-0.25,0.0,0.09433356676003724,2325.190000772477,2.0,0.0,1404.268,1019.5729999999999,135.69299999999998,0.0,0.0,0.0,31.124999999999996,1654.0069999999998,0.0,0.0,0.0,
