,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
0,2014-03-13 21:00:00,3,8.0,0.0,1.0,,20.122999668121377,4.0,0.0,7.054,40.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2014-03-14 09:00:00,4,8.0,-1.0,2.0,,186.1860001087186,0.0,0.0,42.085,143.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2014-03-14 21:00:00,4,8.0,-1.0,1.0,,46.0409998893738,1.0,3.0,9.964,6.877,0.0,0.0,0.0,0.0,29.064,0.0,0.0,0.0,0.0,
3,2014-03-15 15:00:00,5,6.0,2.0,0.0,,38.51900029182434,0.0,0.0,20.381,0.0,0.0,18.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2014-03-15 18:00:00,5,7.0,-1.0,1.0,,447.4519999027249,0.0,1.0,111.733,133.3,65.813,22.131,0.0,0.0,10.025,103.398,0.0,0.0,0.0,
5,2014-03-16 15:00:00,6,7.0,-1.0,1.0,,38.6639997959137,0.0,0.0,8.052,30.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,2014-03-16 20:00:00,6,7.0,2.0,,,30.9610002040863,0.0,1.0,8.969000000000001,12.608,0.0,0.0,0.0,0.0,9.021,0.0,0.0,0.0,0.0,
7,2014-03-16 21:00:00,6,6.0,-2.0,0.0,,207.3509998321533,0.0,2.0,134.30899999999997,61.306999999999995,0.0,0.0,0.0,0.0,11.063,0.0,0.0,0.0,0.0,
8,2014-03-17 08:00:00,0,7.0,-1.0,1.0,,87.7160000801087,0.0,0.0,34.228,15.975,0.0,19.082,0.0,0.0,18.068,0.0,0.0,0.0,0.0,
9,2014-03-17 18:00:00,0,7.0,-1.0,1.0,,374.8439996242518,0.0,0.0,11.996,362.11299999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,2014-03-17 23:00:00,0,6.0,-1.0,0.0,0.0,298.11299967765837,0.0,0.0,31.270999999999997,35.255,0.0,0.0,0.0,0.0,15.073,216.303,0.0,0.0,0.0,
11,2014-03-18 09:00:00,1,8.0,-1.0,2.0,0.0,427.6310002803807,0.0,0.0,43.626,359.38,24.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2014-03-18 13:00:00,1,7.0,-2.0,1.0,0.0375,147.0660002231598,3.0,0.0,123.59199999999998,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2014-03-18 20:00:00,1,6.0,1.0,0.0,0.0,108.8430001735687,0.0,1.0,17.339,19.141,72.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,2014-03-19 09:00:00,2,6.0,1.0,0.0,0.152542372881356,163.65600037574777,0.0,0.0,29.182,123.29199999999999,17.332,0.0,0.0,0.0,17.118000000000002,0.0,0.0,0.0,0.0,
15,2014-03-19 15:00:00,2,7.0,1.0,1.0,0.0333333333333333,6.81800007820129,0.0,0.0,12.821000000000002,0.0,0.0,0.0,0.0,0.0,16.112,0.0,0.0,0.0,0.0,
16,2014-03-20 14:00:00,3,4.0,2.0,-1.0,,1.35699987411499,2.0,0.0,0.0,1.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2014-03-20 21:00:00,3,6.0,1.0,1.0,0.173076923076923,400.45899987220787,0.0,4.0,311.1339999999999,85.40700000000001,15.348,0.0,0.0,0.0,10.029,69.902,0.0,0.0,0.0,
18,2014-03-21 08:00:00,4,7.0,-1.0,1.0,0.0,11.0069999694824,0.0,0.0,0.0,10.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,2014-03-21 15:00:00,4,7.0,2.0,1.0,0.0740740740740741,48.490000009536814,0.0,0.0,25.924000000000003,7.1419999999999995,5.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2014-03-21 18:00:00,4,7.0,2.0,1.0,,10.752999782562206,0.0,0.0,26.4,84.124,0.0,0.0,0.0,0.0,0.0,109.893,0.0,0.0,0.0,
21,2014-03-21 22:00:00,4,7.0,1.0,1.0,0.0,192.7250001430507,1.0,0.0,37.711000000000006,0.0,0.0,0.0,0.0,0.0,0.0,15.307,0.0,0.0,0.0,
22,2014-03-22 09:00:00,5,7.0,1.0,1.0,0.025,944.506999969482,1.0,0.0,32.967,33.043,75.381,0.0,0.0,0.0,0.0,15.412,0.0,0.0,0.0,
23,2014-03-23 09:00:00,6,7.0,1.0,1.0,0.596491228070175,,,,,,,,,,,,,,,
24,2014-03-23 12:00:00,6,7.0,-2.0,1.0,0.0104166666666667,712.7600004673,0.0,3.0,169.06199999999998,204.495,181.257,13.047,0.0,0.0,14.097,191.31400000000002,0.0,0.0,0.0,
25,2014-03-23 15:00:00,6,7.0,-1.0,,0.458333333333333,13.5939998626709,0.0,0.0,4.484,0.0,0.0,0.0,0.0,0.0,9.027,0.0,0.0,0.0,0.0,
26,2014-03-24 10:00:00,0,7.0,1.0,1.0,,91.4080004692077,1.0,0.0,91.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2014-03-24 12:00:00,0,6.0,-2.0,0.0,0.0769230769230769,76.0270001888275,0.0,0.0,26.381,49.277,0.0,0.0,0.0,0.0,10.417,0.0,0.0,0.0,0.0,
28,2014-03-24 15:00:00,0,7.0,-1.0,1.0,0.279411764705882,291.58399963378946,0.0,0.0,30.155,173.515,0.0,6.032,0.0,0.0,0.0,81.677,0.0,0.0,0.0,
29,2014-03-25 09:00:00,1,6.0,1.0,1.0,,44.8819999694824,0.0,0.0,2.796,0.0,0.0,0.0,0.0,0.0,0.0,41.434,0.0,0.0,0.0,
30,2014-03-25 12:00:00,1,4.0,1.0,-1.0,0.641025641025641,143.2920000553131,0.0,1.0,46.53399999999999,88.668,0.0,0.0,0.0,0.0,8.023,0.0,0.0,0.0,0.0,
31,2014-03-25 18:00:00,1,7.0,-1.0,1.0,0.0833333333333333,569.6860001087182,0.0,0.0,70.779,234.427,50.631,0.0,0.0,0.0,0.0,113.421,0.0,0.0,0.0,
32,2014-03-25 21:00:00,1,6.0,1.0,1.0,0.0,31.27300000190731,0.0,0.0,28.062,17.060000000000002,0.0,0.0,0.0,0.0,0.0,6.155,0.0,0.0,0.0,
33,2014-03-26 09:00:00,2,6.0,1.0,1.0,0.0,224.30599975585983,0.0,0.0,112.53699999999999,25.386,0.0,0.0,0.0,0.0,13.038,0.0,0.0,0.0,0.0,
34,2014-03-26 14:00:00,2,6.0,2.0,1.0,0.0,48.487999916076646,0.0,0.0,42.649,5.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,2014-03-27 09:00:00,3,7.0,-1.0,1.0,,4071.4350001812027,0.0,0.0,102.16200000000002,279.525,3402.831,64.797,0.0,0.0,0.0,221.426,0.0,0.0,0.0,
36,2014-03-28 11:00:00,4,6.0,-2.0,0.0,0.0392156862745098,65.98599982261662,0.0,0.0,65.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,2014-03-28 19:00:00,4,7.0,-1.0,1.0,,224.57599973678555,0.0,0.0,12.22,211.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,2014-03-29 09:00:00,5,7.0,1.0,1.0,,228.57200026512157,0.0,0.0,41.514,186.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,2014-03-29 20:00:00,5,5.0,0.0,0.0,0.0256410256410256,410.1199998855591,2.0,0.0,133.275,155.086,0.0,19.119,0.0,0.0,8.057,93.96199999999999,0.0,0.0,0.0,
40,2014-03-30 10:00:00,6,6.5,-1.0,1.0,0.0,603.0480003356929,0.0,2.0,41.104,0.0,1473.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,2014-03-30 20:00:00,6,7.0,2.0,,0.0459770114942529,23.5,2.0,0.0,5.917,4.02,6.484,0.0,0.0,0.0,7.018,0.0,0.0,0.0,0.0,
42,2014-03-31 09:00:00,0,1.0,2.0,,0.409090909090909,236.02800035476673,2.0,0.0,129.143,96.409,0.0,0.0,0.0,0.0,10.083,0.0,0.0,0.0,0.0,
43,2014-03-31 12:00:00,0,6.0,1.0,0.0,,28.09000015258791,3.0,0.0,0.0,28.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,2014-03-31 15:00:00,0,6.0,-2.0,1.0,0.0344827586206897,45.70699977874764,0.0,3.0,12.349,25.017000000000003,0.0,0.0,0.0,0.0,8.153,0.0,0.0,0.0,0.0,
45,2014-04-01 09:00:00,1,6.0,-1.0,,,19.5320000648499,0.0,2.0,19.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,2014-04-01 12:00:00,1,5.0,-1.0,0.0,1.0,1447.1119999885586,0.0,0.0,78.711,194.89,0.0,0.0,0.0,0.0,0.0,38.356,40.949,0.0,0.0,
47,2014-04-01 15:00:00,1,5.0,1.0,0.0,0.0,6.90999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.982,0.0,0.0,0.0,
48,2014-04-02 17:00:00,2,7.0,-1.0,1.0,0.08,14.8380000591278,4.0,0.0,17.726,9.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,2014-04-02 21:00:00,2,5.0,-1.0,,0.0,26.829000234603857,0.0,0.0,6.213,20.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,2014-04-03 12:00:00,3,7.0,1.0,1.0,0.0645161290322581,8626.939999818806,0.0,0.0,6.297,76.292,1.014,0.0,0.0,0.0,8.031,16.544999999999998,0.0,0.0,0.0,
51,2014-04-03 19:00:00,3,7.0,-1.0,,0.08,114.7400000095368,0.0,0.0,37.761,289.19,0.0,0.0,0.0,0.0,9.124,25.537,0.0,0.0,0.0,
52,2014-04-04 11:00:00,4,7.0,-1.0,1.0,,19.6690001487732,0.0,0.0,19.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,2014-04-04 15:00:00,4,6.0,-1.0,1.0,,1143.2420003414154,0.0,0.0,129.28699999999998,784.544,74.361,0.0,0.0,0.0,0.0,144.746,9.888,0.0,0.0,
54,2014-04-04 18:00:00,4,6.0,-1.0,1.0,0.472972972972973,219.51499962806707,0.0,2.0,21.37,183.942,6.12,0.0,0.0,0.0,8.016,0.0,0.0,0.0,0.0,
55,2014-04-04 21:00:00,4,7.0,1.0,1.0,0.395833333333333,777.2989997863776,4.0,0.0,269.046,350.66,0.0,20.066,0.0,0.0,11.043,126.03899999999999,0.0,0.0,0.0,
56,2014-04-05 10:00:00,5,7.0,1.0,1.0,0.0526315789473684,2800.47400045395,0.0,2.0,263.54699999999997,360.889,2135.738,0.0,0.0,0.0,8.027,31.093,0.0,0.0,0.0,
57,2014-04-05 16:00:00,5,7.0,1.0,1.0,0.0,86.78800010681154,1.0,0.0,24.153,36.3,0.0,0.0,0.0,0.0,6.034,20.102,0.0,0.0,0.0,
58,2014-04-05 23:00:00,5,7.0,-1.0,1.0,0.525,5.46499991416931,0.0,0.0,0.0,5.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59,2014-04-06 09:00:00,6,7.0,-1.0,1.0,0.410714285714286,89.35299992561328,0.0,0.0,50.423,197.903,142.025,0.0,0.0,0.0,9.038,0.0,0.0,0.0,0.0,
60,2014-04-06 15:00:00,6,6.0,-2.0,1.0,0.0677966101694915,1497.7629997730248,0.0,0.0,373.7920000000001,391.37399999999997,144.716,0.0,0.0,0.0,8.062,123.86800000000001,0.0,0.0,19.138,
61,2014-04-06 20:00:00,6,7.0,-1.0,1.0,,19.38499999046326,0.0,0.0,0.0,19.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62,2014-04-07 10:00:00,0,7.0,,,,322.74700021743763,0.0,0.0,139.232,252.816,0.0,19.159,0.0,0.0,0.0,27.222,0.0,0.0,0.0,
63,2014-04-07 15:00:00,0,7.0,1.0,1.0,0.40625,21.56999993324284,0.0,0.0,9.302999999999999,12.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64,2014-04-07 18:00:00,0,7.0,-1.0,1.0,0.09375,53.039999961853084,0.0,1.0,14.721,0.0,0.0,0.0,0.0,0.0,0.0,43.395,0.0,0.0,0.0,
65,2014-04-07 21:00:00,0,7.0,-1.0,1.0,0.25,1905.345999956127,0.0,0.0,108.165,237.697,51.298,26.12,0.0,0.0,0.0,49.36,0.0,0.0,0.0,
66,2014-04-08 09:00:00,1,7.0,1.0,1.0,0.0,1.65100002288818,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67,2014-04-08 12:00:00,1,7.0,1.0,1.0,0.125,5.62400007247925,0.0,0.0,5.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,2014-04-09 15:00:00,2,7.0,,1.0,,3078.1100001335167,0.0,0.0,24.889,9.097,0.0,11.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69,2014-04-09 18:00:00,2,7.0,-1.0,1.0,0.178571428571429,7.86699986457825,0.0,0.0,9.463000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70,2014-04-09 21:00:00,2,8.0,1.0,1.0,0.0625,105.644999980927,1.0,0.0,32.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,2014-04-10 12:00:00,3,7.0,-1.0,1.0,,46.8840000629425,0.0,1.0,28.634999999999998,18.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72,2014-04-10 15:00:00,3,6.0,1.0,1.0,0.440677966101695,940.0270001888277,0.0,0.0,125.28,308.908,113.05199999999999,0.0,162.983,0.0,7.07,222.35500000000002,0.0,0.0,0.0,
73,2014-04-10 23:00:00,3,7.0,1.0,1.0,0.583333333333333,102.805000066757,0.0,0.0,3.008,4.029,0.0,87.698,0.0,0.0,8.062,0.0,0.0,0.0,0.0,
74,2014-04-11 15:00:00,4,7.0,-1.0,1.0,0.0,220.59500026702858,0.0,0.0,89.812,103.352,0.0,0.0,0.0,0.0,5.014,109.692,0.0,0.0,0.0,
75,2014-04-11 18:00:00,4,7.0,1.0,1.0,0.0,138.28799939155576,0.0,0.0,10.128,317.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
76,2014-04-12 09:00:00,5,7.0,2.0,1.0,,19.430999994278,0.0,0.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
